variant,side,d,horizon_min,origins,fills,fill_rate,median_bars_to_fill,fills_dropped_no_forward_bar,mean_price_change,n_used,mean,median,std,t_hac,p_raw,ci95_low,ci95_high,family_size,p_bonferroni,p_holm,verdict_holm
B_15bars,buy,0.001,15,5591,3232,0.578071901269898,3.0,0,-0.00026516295785841877,3232,-0.00026516295785841866,-0.00011182609743576322,0.003855301933354211,-3.966941442962415,7.280086990174913e-05,-0.0003961755792633837,-0.00013415033645345365,18.0,0.0013104156582314842,0.001164813918427986,significantly < 0 (adverse selection)
B_15bars,buy,0.001,30,5591,3232,0.578071901269898,3.0,0,-0.00015617514400491697,3232,-0.000156175144004917,-5.35036538920064e-05,0.005395430023494495,-1.676146435007233,0.09370951319572815,-0.00033879837778479636,2.644808977496238e-05,18.0,1.0,0.6241988951262505,consistent with zero
B_15bars,buy,0.001,60,5591,3232,0.578071901269898,3.0,0,-0.0001778491333754782,3232,-0.00017784913337547814,-4.485333611947695e-05,0.007136792723997451,-1.3974032616823773,0.16229233886777727,-0.0004273006059563176,7.160233920536132e-05,18.0,1.0,0.6491693554711091,consistent with zero
B_15bars,buy,0.002,15,5591,1878,0.3358969772849222,5.0,0,-0.00029015039303544445,1878,-0.00029015039303544455,-8.31262411430389e-05,0.004479887243456776,-2.8818165858122367,0.003953898137400575,-0.00048748938162662355,-9.281140444426558e-05,18.0,0.07117016647321035,0.043492879511406325,significantly < 0 (adverse selection)
B_15bars,buy,0.002,30,5591,1878,0.3358969772849222,5.0,0,-2.9810682542063762e-05,1878,-2.981068254206368e-05,0.00017591939836925086,0.006139555278871955,-0.2122622827008455,0.8319024189945767,-0.0003050783233070147,0.00024545695822288734,18.0,1.0,0.8859158466461583,consistent with zero
B_15bars,buy,0.002,60,5591,1878,0.3358969772849222,5.0,0,-0.00014201242786999807,1878,-0.00014201242786999812,3.9253228985347555e-05,0.008009077642268329,-0.7672078887431957,0.44295792332307915,-0.000504814170017315,0.00022078931427731884,18.0,1.0,0.8859158466461583,consistent with zero
B_15bars,sell,0.0005,15,5591,4027,0.7202647111429082,2.0,0,0.0002931307391543273,4027,-0.00029313073915432743,-0.0001703690382668377,0.0037549331514409702,-4.979293192048929,6.381690423230766e-07,-0.0004085158403289112,-0.00017774563797974367,18.0,1.1487042761815378e-05,1.0848873719492303e-05,significantly < 0 (adverse selection)
B_15bars,sell,0.0005,30,5591,4027,0.7202647111429082,2.0,0,0.0003187553162977404,4027,-0.0003187553162977405,-0.00019240533390352255,0.005096255591416493,-3.87289043643129,0.00010755218495720857,-0.000480071632934692,-0.00015743899966078897,18.0,0.0019359393292297542,0.0016132827743581286,significantly < 0 (adverse selection)
B_15bars,sell,0.0005,60,5591,4027,0.7202647111429082,2.0,1,0.000334460342839088,4026,-0.0003344603428390876,-0.000219706284747323,0.006540862456402903,-3.1659223297265906,0.0015459206619016902,-0.0005415223625890239,-0.00012739832308915127,18.0,0.027826571914230425,0.021642889266623663,significantly < 0 (adverse selection)
B_15bars,sell,0.001,15,5591,3224,0.5766410302271507,3.0,0,0.00022106574606080336,3224,-0.00022106574606080336,-6.297922065079398e-05,0.004009417675400743,-3.137480315154926,0.0017040671629751404,-0.0003591666482995411,-8.29648438220656e-05,18.0,0.030673208933552527,0.022152873118676825,significantly < 0 (adverse selection)
B_15bars,sell,0.001,30,5591,3224,0.5766410302271507,3.0,0,0.000218869471068222,3224,-0.00021886947106822195,-3.713549472805777e-05,0.005409284797305776,-2.2537625844461426,0.024211107796488312,-0.00040921079905647455,-2.852814307996939e-05,18.0,0.4357999403367896,0.1936888623719065,consistent with zero
B_15bars,sell,0.001,60,5591,3224,0.5766410302271507,3.0,1,0.00021268992295413262,3223,-0.0002126899229541326,-5.920838390682803e-06,0.00695856944392677,-1.6997855488705944,0.0891712707323215,-0.0004579398306657769,3.255998475751171e-05,18.0,1.0,0.6241988951262505,consistent with zero
B_15bars,sell,0.002,15,5591,1868,0.3341083884814881,5.0,0,0.00026374649321565867,1868,-0.00026374649321565867,3.023743857899497e-05,0.004665657021376841,-2.464319079813392,0.013727384605754494,-0.00047351767542061724,-5.3975311010700074e-05,18.0,0.2470929229035809,0.12354646145179045,consistent with zero
B_15bars,sell,0.002,30,5591,1868,0.3341083884814881,5.0,0,0.0002312614117455966,1868,-0.0002312614117455966,-6.828839060779579e-06,0.006144287553061659,-1.6410789930790532,0.1007810187660649,-0.0005074652806226961,4.494245713150289e-05,18.0,1.0,0.6241988951262505,consistent with zero
B_15bars,sell,0.002,60,5591,1868,0.3341083884814881,5.0,1,0.00026118916219743815,1867,-0.00026118916219743815,5.8072683771004385e-05,0.007934976762129411,-1.3950181836753548,0.16301035625967975,-0.000628159832470876,0.00010578150807599967,18.0,1.0,0.6491693554711091,consistent with zero
