lag,n,beta,correlation,t_stat_hac,p_value_hac,significant_at_5pct
-4,335506,-0.008960270057482352,-0.004076184210792087,-1.1463014739107245,0.25167043328840655,False
-3,335507,-0.010790139468026486,-0.004908627995117815,-1.3356448042436546,0.18166539827815653,False
-2,335508,-0.004453395163036652,-0.0020259299088974765,-0.5491299337627161,0.5829162840507756,False
-1,335509,-0.0020590382692468314,-0.0009366964787430514,-0.23399954243957205,0.8149853338839944,False
0,335510,-0.0013466094382989027,-0.0006125988878004887,-0.16073028925825772,0.8723058322091245,False
1,335510,0.16312460959394973,0.07420860129699158,17.278466446388563,6.834105003704155e-67,True
2,335510,0.3423872847296944,0.15575871436085503,28.653208033756723,1.4621096122301455e-180,True
3,335510,0.5276859543088328,0.2400549147717089,40.55979236197391,0.0,True
4,335510,0.7348512232188892,0.3342985892683579,49.80096018941445,0.0,True
