lag,n,correlation,p_value,significant_at_5pct
-4,30501,-0.03332857845162887,5.795587121326662e-09,True
-3,30501,0.007516648450482038,0.1892813949814327,False
-2,30501,-0.027436825355637868,1.6456694029720609e-06,True
-1,30501,0.005977620970952073,0.29652017018743226,False
0,30501,0.0043790856679890135,0.4444178969558563,False
1,30501,0.05149904784760394,0.0,True
2,30501,0.13422521999998893,0.0,True
3,30501,0.24975663707015675,0.0,True
4,30501,0.32729916417813976,0.0,True
