lag,n,correlation,p_value,significant_at_5pct
-2,6100,0.023720023264658167,0.06395622280078683,False
-1,6100,-0.03292435547923083,0.010117964504047894,True
0,6100,0.01561180454366248,0.22279861386922795,False
1,6100,0.21780665188105514,0.0,True
2,6100,0.29729793810966865,0.0,True
